Count,seller_loan_no,Asset Type,submit_date,original_balance,purchase_price,Current Balance,APR,term,Property City,Property State,Monthly Payment,Monthly Payment Date,state,fico,loan_program,Total Dealer $,Mkt Fee ($),Stamp fee,SFC Net Margin $,lender_price_pct,Adv. Rate,Dealer Fee,Mkt Fee (%),DTI,DPD,PTI,Income,application_type,platform,unnamed_1,TU_144,Loan Product Variables,loan program,loan_term,Avg Loan Size $'s,coupon,cdr_promo,constant_cpr,servicing_cost,late_percent,recovery_percent,promo_term,Promo Period Prepayment,modeled_purchase_price,SFC Loan Margin,SFC Purchase Price,Merchant Discount,cdr,yield,weight,weight(old),weight(worst case),Purchase Price(Worst Case),tagging,cpr,platform,type,proposed_cdr_promo,proposed_cdr,proposed_cpr,proposed_promo_cpr_percent,irr_support,new_programs,proposed_cdr_promo_old,proposed_cdr_old,constant_cpr_old,cdr_promo_old,cdr_old,cpr_old,loan_type
924,SFC_6181155,HVAC EQUIPMENT,2025-08-27,6612.0,6393.8,6612,17.99,60,CROSBY,TX,167.87,2025-10-16,TX,754,18 Mth WPDI,6264.87,16.53,0,112.4,96.7,94.75,5.25,0.0025,0.2669,0,2.02,99996,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
925,SFC_6176406,ROOFING MATERIAL,2025-08-26,6606.0,6666.11,6606,11.9,120,RICHMOND,VA,94.4,2025-10-16,VA,725,Unsec Std - 1190 - 120,6325.25,9.91,0,330.95,100.91,95.75,4.25,0.0015,0.3641,0,1.14,99999.96,RESIDENTIAL,prime,,,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.1410085893607625,0.02,2e-05,0.35,0.0,,1.0015999999999998,0.012499999999999956,0.9891,0.01090000000000002,0.0298,0.07677732013539984,0.00095,0.0004241624236853323,0.0,0.0,PRIME,0,prime,standard,0.0,0.045276000000000004,0.15,1.0,0.0125,,,,,,,,standard
925,SFC_6176406,ROOFING MATERIAL,2025-08-26,6606.0,6666.11,6606,11.9,120,RICHMOND,VA,94.4,2025-10-16,VA,725,Unsec Std - 1190 - 120,6325.25,9.91,0,330.95,100.91,95.75,4.25,0.0015,0.3641,0,1.14,99999.96,RESIDENTIAL,prime,,,1190 - 120,Unsec Std - 1190 - 120,120.0,10000.0,1190.0,0.0,0.2531622254288122,0.02,2e-05,0.35,0.0,,1.004165141961772,0.012499999999999956,0.9916651419617721,0.008334858038227866,0.03876574359572797,0.06891373193785189,0.01075,0.006446679845374729,0.0,0.0,SFY,0,sfy,standard,0.0,0.05335000000000001,0.22,1.0,0.0125,,,,,,,,standard
926,SFC_6202719,HVAC EQUIPMENT,2025-09-04,6606.0,6633.75,6606,12.9,180,GULFPORT,MS,83.15,2025-10-16,MS,704,Unsec Std - 1290 - 180,6341.76,52.85,0,239.14,100.42,96,4,0.008,0.4744,0,1.07,93600,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
927,SFC_5912849,ROOFING MATERIAL,2025-06-11,6600.0,6697.02,6600,10.9,120,KYLE,TX,90.54,2025-10-16,TX,759,Unsec Std - 1090 - 120,6600,0,0,97.02,101.47,100,0,0,0.5065,0,1.04,104400,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
928,SFC_6171702,HVAC-PLUMBING EQUIPMENT,2025-08-25,6584.97,6367.67,6584.97,13.99,60,Palmyra,PA,153.19,2025-10-16,PA,718,18 Mth WPDI,6255.72,0,0,111.95,96.7,95,5,0,0.0449,0,3.07,60000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
928,SFC_6171702,HVAC-PLUMBING EQUIPMENT,2025-08-25,6584.97,6367.67,6584.97,13.99,60,Palmyra,PA,153.19,2025-10-16,PA,718,18 Mth WPDI,6255.72,0,0,111.95,96.7,95,5,0,0.0449,0,3.07,60000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
929,SFC_6195120,PLUMBING EQUIPMENT,2025-09-02,6583.0,6384.19,6583,10.9,60,NORTH LAS VEGAS,NV,142.8,2025-10-16,NV,762,Unsec Std - 1090 - 60,6319.68,0,0,64.51,96.98,96,4,0,0.3681,0,1.83,93672,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
930,SFC_5986379,DOORS,2025-07-01,6580.0,6362.86,6580,17.99,60,LEXINGTON,NC,167.05,2025-10-16,NC,712,18 Mth WPDI,6135.85,0,0,227.01,96.7,93.25,6.75,0,0.0883,0,7.26,27600,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
930,SFC_5986379,DOORS,2025-07-01,6580.0,6362.86,6580,17.99,60,LEXINGTON,NC,167.05,2025-10-16,NC,712,18 Mth WPDI,6135.85,0,0,227.01,96.7,93.25,6.75,0,0.0883,0,7.26,27600,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
931,SFC_6034235,ROOFING MATERIAL,2025-07-15,6580.0,6676.73,6580,10.9,120,VINELAND,NJ,90.27,2025-10-16,NJ,741,Unsec Std - 1090 - 120,6580,26.32,0,70.41,101.47,100,0,0.004,0.1547,0,0.9,120000,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
932,SFC_6192126,HVAC-PLUMBING EQUIPMENT,2025-08-31,6563.0,6448.15,6563,8.99,180,WESTLAND,MI,66.53,2025-10-16,MI,720,Unsec Std - 899 / 180notes,6316.89,0,0,131.26,98.25,96.25,3.75,0,0.0985,0,0.6,133992,HD NOTE,prime,,,,Unsec Std - 899 / 180notes,180.0,,898.9999999999999,0.0,0.12,0.0165,2e-05,0.15,0.0,,0.9825,,,,0.032,0.04970022594376289,,,,,PRIME,0,prime,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0115,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
932,SFC_6192126,HVAC-PLUMBING EQUIPMENT,2025-08-31,6563.0,6448.15,6563,8.99,180,WESTLAND,MI,66.53,2025-10-16,MI,720,Unsec Std - 899 / 180notes,6316.89,0,0,131.26,98.25,96.25,3.75,0,0.0985,0,0.6,133992,HD NOTE,prime,,,,Unsec Std - 899 / 180notes,180.0,,898.9999999999999,0.0,0.12,0.02,2e-05,0.15,0.0,,0.975,,,,0.032,0.0481876658567959,,,,,SFY,0,sfy,standard,0.0,0.041600000000000005,0.13799999999999998,1.0,0.0125,True,0.0,0.041600000000000005,0.12,0.0,0.032,0,standard
933,SFC_6185666,PLUMBING EQUIPMENT,2025-08-28,6562.0,6684.71,6562,12.99,48,PALMDALE,CA,176.01,2025-10-16,CA,761,Unsec Std - 1299,6562,32.81,0,89.9,101.87,100,0,0.005,0.033,0,0.11,2004000,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
934,SFC_6199864,HVAC EQUIPMENT,2025-09-03,6510.0,5989.2,6510,15.99,60,WEST JORDAN,UT,158.28,2025-10-16,UT,690,Unsec Std - EPNI 36 Monotes,5924.1,0,0,65.1,92.0,91,9,0,0.5411,0,1.48,146700,HD NOTE,prime,,,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.0165,2e-05,0.15,36.0,,0.92,,,,0.011061839012006662,0.05925589123615005,,,,,PRIME,0,prime,epni,0.0,0.01438039071560866,0.24609999999999999,1.0,0.0115,True,0.0,0.01438039071560866,0.214,0.0,0.011061839012006662,0,standard
934,SFC_6199864,HVAC EQUIPMENT,2025-09-03,6510.0,5989.2,6510,15.99,60,WEST JORDAN,UT,158.28,2025-10-16,UT,690,Unsec Std - EPNI 36 Monotes,5924.1,0,0,65.1,92.0,91,9,0,0.5411,0,1.48,146700,HD NOTE,prime,,,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.02,2e-05,0.15,36.0,,0.9125,,,,0.012745879517815056,0.06469488957897784,,,,,SFY,0,sfy,epni,0.0,0.016569643373159575,0.24609999999999999,1.0,0.0125,True,0.0,0.016569643373159575,0.214,0.0,0.012745879517815056,0,standard
935,SFC_6110491,GUTTERS,2025-08-06,6492.75,6605.07,6492.75,12.9,120,MIDDLETOWN,OH,96.56,2025-10-16,OH,690,Unsec Std - 1290 - 120,6395.36,0,0,209.71,101.73,98.5,1.5,0,0.4826,0,2.41,48000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
935,SFC_6110491,GUTTERS,2025-08-06,6492.75,6605.07,6492.75,12.9,120,MIDDLETOWN,OH,96.56,2025-10-16,OH,690,Unsec Std - 1290 - 120,6395.36,0,0,209.71,101.73,98.5,1.5,0,0.4826,0,2.41,48000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
936,SFC_6162716,HVAC EQUIPMENT,2025-08-21,6479.0,6265.19,6479,20.99,60,ATLANTA,GA,175.24,2025-10-16,GA,767,18 Mth WPDI,6044.91,38.87,0,181.41,96.7,93.3,6.7,0.006,0.3596,0,1.21,174000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
936,SFC_6162716,HVAC EQUIPMENT,2025-08-21,6479.0,6265.19,6479,20.99,60,ATLANTA,GA,175.24,2025-10-16,GA,767,18 Mth WPDI,6044.91,38.87,0,181.41,96.7,93.3,6.7,0.006,0.3596,0,1.21,174000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
937,SFC_6199503,HVAC EQUIPMENT,2025-09-03,6478.0,5959.76,6478,15.99,60,AURORA,IL,157.5,2025-10-16,IL,700,Unsec Std - EPNI 36 Monotes,5894.98,0,0,64.78,92.0,91,9,0,0.4979,0,1.5,144000,HD NOTE,prime,,,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.0165,2e-05,0.15,36.0,,0.92,,,,0.011061839012006662,0.05925589123615005,,,,,PRIME,0,prime,epni,0.0,0.01438039071560866,0.24609999999999999,1.0,0.0115,True,0.0,0.01438039071560866,0.214,0.0,0.011061839012006662,0,standard
937,SFC_6199503,HVAC EQUIPMENT,2025-09-03,6478.0,5959.76,6478,15.99,60,AURORA,IL,157.5,2025-10-16,IL,700,Unsec Std - EPNI 36 Monotes,5894.98,0,0,64.78,92.0,91,9,0,0.4979,0,1.5,144000,HD NOTE,prime,,,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.02,2e-05,0.15,36.0,,0.9125,,,,0.012745879517815056,0.06469488957897784,,,,,SFY,0,sfy,epni,0.0,0.016569643373159575,0.24609999999999999,1.0,0.0125,True,0.0,0.016569643373159575,0.214,0.0,0.012745879517815056,0,standard
938,SFC_5945412,WINDOWS/DOORS,2025-06-19,6440.0,6396.85,6440,10.9,180,REEDSBURG,WI,72.79,2025-10-16,WI,760,Unsec Std - 1090 - 180,6440,0,0,-43.15,99.33,100,0,0,0.2,0,0.71,121824,RESIDENTIAL,prime,,,1090 - 180,Unsec Std - 1090 - 180,180.0,10000.0,1090.0,0.0,0.15068525075229278,0.02,2e-05,0.35,0.0,,0.9858,0.012499999999999956,0.9733,0.026699999999999946,0.0278,0.07332253988322979,0.03245,0.007851504512781816,0.0,0.0,PRIME,0,prime,standard,0.0,0.03,0.15,1.0,0.0125,,,,,,,,standard
938,SFC_5945412,WINDOWS/DOORS,2025-06-19,6440.0,6396.85,6440,10.9,180,REEDSBURG,WI,72.79,2025-10-16,WI,760,Unsec Std - 1090 - 180,6440,0,0,-43.15,99.33,100,0,0,0.2,0,0.71,121824,RESIDENTIAL,prime,,,1090 - 180,Unsec Std - 1090 - 180,180.0,10000.0,1090.0,0.0,0.18665108495076935,0.02,2e-05,0.35,0.0,,0.9830142394259905,0.012499999999999956,0.9705142394259906,0.029485760574009423,0.008614151289825149,0.0886254854159052,0.00605,0.03764483109757939,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.1493,1.0,0.0125,,,,,,,,standard
939,SFC_6139384,HVAC EQUIPMENT,2025-08-14,6431.0,6458.01,6431,12.9,180,HILLSBORO,OR,80.95,2025-10-16,OR,682,Unsec Std - 1290 - 180,6431,32.16,0,-5.15,100.42,100,0,0.005,0.4028,0,0.83,116933.76,RESIDENTIAL,prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
940,SFC_6165959,HVAC EQUIPMENT,2025-08-22,6400.0,6510.72,6400,12.9,120,CHERRY VALLEY,IL,95.18,2025-10-16,IL,680,Unsec Std - 1290 - 120,6240,41.6,0,229.12,101.73,97.5,2.5,0.0065,0.4337,0,1.06,108000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
940,SFC_6165959,HVAC EQUIPMENT,2025-08-22,6400.0,6510.72,6400,12.9,120,CHERRY VALLEY,IL,95.18,2025-10-16,IL,680,Unsec Std - 1290 - 120,6240,41.6,0,229.12,101.73,97.5,2.5,0.0065,0.4337,0,1.06,108000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
941,SFC_5996492,ROOFING MATERIAL,2025-07-03,6344.0,6437.26,6344,10.9,120,AUGUSTA,GA,87.03,2025-10-16,GA,749,Unsec Std - 1090 - 120,6344,0,0,93.26,101.47,100,0,0,0.1432,0,1.74,60000,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
942,SFC_5874938,FLOORING,2025-05-30,6286.57,6378.98,6286.57,10.9,120,PORTLAND,OR,86.24,2025-10-16,OR,748,Unsec Std - 1090 - 120,6286.57,25.15,0,67.26,101.47,100,0,0.004,0.2833,0,0.52,200004,RESIDENTIAL,prime,,,1090 - 120,Unsec Std - 1090 - 120,120.0,10000.0,1090.0,0.0,0.1695951850114601,0.02,2e-05,0.35,0.0,,1.0072,0.012499999999999956,0.9947,0.005299999999999971,0.0166,0.0743568173514495,0.00845,0.01718832812703956,0.0,0.0,PRIME,0,prime,standard,0.0,0.0203675,0.18,1.0,0.0125,,,,,,,,standard
943,SFC_6053816,WINDOWS,2025-07-21,6258.0,6366.26,6258,12.9,120,MILWAUKEE,WI,93.07,2025-10-16,WI,688,Unsec Std - 1290 - 120,6258,0,0,108.26,101.73,100,0,0,0.3133,0,1.03,108000,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
943,SFC_6053816,WINDOWS,2025-07-21,6258.0,6366.26,6258,12.9,120,MILWAUKEE,WI,93.07,2025-10-16,WI,688,Unsec Std - 1290 - 120,6258,0,0,108.26,101.73,100,0,0,0.3133,0,1.03,108000,RESIDENTIAL,prime,,,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
944,SFC_5930841,WINDOWS,2025-06-16,6244.0,6048.56,6244,10.28,123,OLYMPIA,WA,85.66,2026-01-16,WA,765,Unsec Std - 1090 - 123,6056.68,0,0,-8.12,96.87,97,3,0,0.0138,0,1.36,75600,RESIDENTIAL,prime,,,NINP4337,Unsec Std - 1090 - 123,123.0,10000.0,1090.0,0.0166,0.1696,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9611999999999999,0.012499999999999956,0.9487,0.05130000000000001,0.0166,0.08225760892092726,0.0015,0.00214656491333475,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.025314139015718783,0.035,0.2,1.0,0.0125,,,,,,,,standard
945,SFC_6164744,HVAC EQUIPMENT,2025-08-21,6237.05,6031.23,6237.05,19.5,60,WEST PALM BEACH,FL,163.51,2025-10-16,FL,684,18 Mth WPDI,5888.71,15.54,22.05,104.93,96.7,94.75,5.25,0.0025,0.3461,0,2.18,90000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
945,SFC_6164744,HVAC EQUIPMENT,2025-08-21,6237.05,6031.23,6237.05,19.5,60,WEST PALM BEACH,FL,163.51,2025-10-16,FL,684,18 Mth WPDI,5888.71,15.54,22.05,104.93,96.7,94.75,5.25,0.0025,0.3461,0,2.18,90000,RESIDENTIAL,prime,,,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
946,SFC_6168600,HVAC EQUIPMENT,2025-08-23,6200.0,6158.46,6200,10.9,180,PITTSTON,PA,70.08,2025-10-16,PA,758,Unsec Std - 1090 - 180,6076,0,0,82.46,99.33,98,2,0,0.0922,0,1.08,78000,RESIDENTIAL,prime,,,1090 - 180,Unsec Std - 1090 - 180,180.0,10000.0,1090.0,0.0,0.15068525075229278,0.02,2e-05,0.35,0.0,,0.9858,0.012499999999999956,0.9733,0.026699999999999946,0.0278,0.07332253988322979,0.03245,0.007851504512781816,0.0,0.0,PRIME,0,prime,standard,0.0,0.03,0.15,1.0,0.0125,,,,,,,,standard
946,SFC_6168600,HVAC EQUIPMENT,2025-08-23,6200.0,6158.46,6200,10.9,180,PITTSTON,PA,70.08,2025-10-16,PA,758,Unsec Std - 1090 - 180,6076,0,0,82.46,99.33,98,2,0,0.0922,0,1.08,78000,RESIDENTIAL,prime,,,1090 - 180,Unsec Std - 1090 - 180,180.0,10000.0,1090.0,0.0,0.18665108495076935,0.02,2e-05,0.35,0.0,,0.9830142394259905,0.012499999999999956,0.9705142394259906,0.029485760574009423,0.008614151289825149,0.0886254854159052,0.00605,0.03764483109757939,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.1493,1.0,0.0125,,,,,,,,standard
947,SFC_6190805,PLUMBING EQUIPMENT,2025-08-30,6185.72,5794.16,6185.72,23.99,60,ROCKLIN,CA,177.91,2025-10-16,CA,759,24 Mth WPDI,5635.19,30.93,0,128.04,93.67,91.1,8.9,0.005,0.2853,0,0.8,264000,RESIDENTIAL,prime,,,WP24,24 Mth WPDI,59.0,10000.0,2136.0,0.0291,0.1948,0.02,2e-05,0.35,24.0,0.8113887652096501,0.9291999999999999,0.012499999999999956,0.9167,0.08330000000000004,0.0123,0.10321129859987899,0.0013,0.0036548922195523523,0.0,0.0,PRIME,0.0538802514747746;0.0450107112074825;0.0290435059631223;0.0269110688933608;0.0329133419615629;0.03778226424726;0.0232883570793076;0.0303450750062364;0.0278511944142547;0.0204041596515225;0.0287588205249249;0.024276493719799;0.0203752870880823;0.0263855276501278;0.0264984370739482;0.0311667302716944;0.0266788484511471;0.0229199465675228;0.0239449730692468;0.0281456717931416;0.0348539461672305;0.049331336098592;0.0713419744929187;0.0692808423423899,prime,wpdi,0.0288372800918244,0.0225,0.2,1.0,0.0125,,,,,,,,unknown
948,SFC_6107205,BATH TUB AND SHOWER SYSTEMS,2025-08-05,6177.0,6283.86,6177,12.9,120,CROWN POINT,IN,91.87,2025-10-16,IN,714,Unsec Std - 1290 - 120,6177,24.71,0,82.15,101.73,100,0,0.004,0.2387,0,0.91,121200,RESIDENTIAL,prime,,,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
