Count,seller_loan_no,Asset Type,submit_date,original_balance,purchase_price,Current Balance,APR,term,Property City,Property State,Monthly Payment,Monthly Payment Date,state,fico,loan_program,Total Dealer $,Mkt Fee ($),Stamp fee,SFC Net Margin $,lender_price_pct,Adv. Rate,Dealer Fee,Mkt Fee (%),DTI,DPD,PTI,Income,application_type,platform,unnamed_1,TU_144,Loan Product Variables,loan program,loan_term,Avg Loan Size $'s,coupon,cdr_promo,constant_cpr,servicing_cost,late_percent,recovery_percent,promo_term,Promo Period Prepayment,modeled_purchase_price,SFC Loan Margin,SFC Purchase Price,Merchant Discount,cdr,yield,weight,weight(old),weight(worst case),Purchase Price(Worst Case),tagging,cpr,platform,type,proposed_cdr_promo,proposed_cdr,proposed_cpr,proposed_promo_cpr_percent,irr_support,new_programs,proposed_cdr_promo_old,proposed_cdr_old,constant_cpr_old,cdr_promo_old,cdr_old,cpr_old,loan_type
738,SFC_6001065,DOORS,2025-07-05,12891.0,12178.13,12891,23.95,84,CURTIS BAY,MD,317.69,2026-10-16,MD,823,NINP - 12 Mo - 2395,12020.86,0,0,157.27,94.47,93.25,6.75,0,0.0977,0,6.93,54999.96,RESIDENTIAL,sfy,6001065.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ninp
739,SFC_6005596,WINDOWS,2025-07-07,12880.0,12881.29,12880,9.99,180,ELY,MN,138.33,2025-10-16,MN,821,Unsec Std - 999 - 180,12880,32.2,0,-30.91,100.01,100,0,0.0025,0.0296,0,2.13,78000,RESIDENTIAL,sfy,6005596.0,0,107PF,Unsec Std - 999 - 180,180.0,10000.0,999.0,0.0,0.1995,0.02,2e-05,0.35,0.0,,0.9983,0.012499999999999956,0.9858,0.01419999999999999,0.0071,0.0754071179845095,0.00065,0.001206071418517102,0.0,0.0,PRIME,0,prime,standard,0.0,0.01386,0.20534,1.0,0.0125,,,,,,,,standard
740,SFC_5818358,ROOFING MATERIAL,2025-05-14,12870.0,12911.18,12870,13.89,120,WAYNESBORO,VA,198.98,2025-10-16,VA,713,Unsec Std - 1389 - 120,12870,0,0,41.18,100.32,100,0,0,0.3593,0,2.27,105000,RESIDENTIAL,sfy,5818358.0,0,1389 - 120,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.13376435265106001,0.02,2e-05,0.35,0.0,,1.0053,0.012499999999999956,0.9928,0.007199999999999984,0.0346,0.09139627048074317,0.0019,0.0010720096583206036,0.0,0.0,PRIME,0,prime,standard,0.0,0.053707500000000005,0.17,1.0,0.0125,,,,,,,,standard
740,SFC_5818358,ROOFING MATERIAL,2025-05-14,12870.0,12911.18,12870,13.89,120,WAYNESBORO,VA,198.98,2025-10-16,VA,713,Unsec Std - 1389 - 120,12870,0,0,41.18,100.32,100,0,0,0.3593,0,2.27,105000,RESIDENTIAL,sfy,5818358.0,0,,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.2524265600144794,0.02,2e-05,0.35,0.0,,1.0032,0.012499999999999956,0.9907000000000001,,0.05590588739590032,0.07610062192380873,0.0,0.0,0.0,0.0,SFY,,sfy,standard,0.0,0.0675,0.21,1.0,0.0125,,,,,,,,standard
741,SFC_6186075,HVAC EQUIPMENT,2025-08-28,12870.0,12927.92,12870,12.9,120,BAKERSFIELD,CA,191.4,2025-10-16,CA,772,Unsec Std - 1290 - 120,12741.3,102.97,0,83.65,100.45,99,1,0.008,0.0809,0,1.6,144000,RESIDENTIAL,sfy,6186075.0,0,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
741,SFC_6186075,HVAC EQUIPMENT,2025-08-28,12870.0,12927.92,12870,12.9,120,BAKERSFIELD,CA,191.4,2025-10-16,CA,772,Unsec Std - 1290 - 120,12741.3,102.97,0,83.65,100.45,99,1,0.008,0.0809,0,1.6,144000,RESIDENTIAL,sfy,6186075.0,0,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
742,SFC_6116211,KITCHEN OR BATH REMODEL,2025-08-07,12862.0,12302.5,12862,20.99,84,DALTON,MA,293.33,2026-08-16,MA,795,NINP - 10 Mo,12090.28,19.29,0,192.93,95.65,94,6,0.0015,0.1942,0,5.33,66000,RESIDENTIAL,sfy,6116211.0,0,NINP10,NINP - 10 Mo,85.0,10000.0,2145.0,0.0155,0.4075,0.02,2e-05,0.35,10.0,0.7703,0.9579,0.012499999999999956,0.9454,0.05459999999999998,0.049,0.0776435084449636,0.15835,0.16519106001391856,0.0,0.0,PRIME,0.0709;0.0504;0.0504;0.0504;0.0504;0.0504;0.0504;0.0709;0.1132;0.1649,prime,ninp,0.0266,0.049,0.4,1.0,0.0125,,,,,,,,ninp
742,SFC_6116211,KITCHEN OR BATH REMODEL,2025-08-07,12862.0,12302.5,12862,20.99,84,DALTON,MA,293.33,2026-08-16,MA,795,NINP - 10 Mo,12090.28,19.29,0,192.93,95.65,94,6,0.0015,0.1942,0,5.33,66000,RESIDENTIAL,sfy,6116211.0,0,NINP10,NINP - 10 Mo,86.0,10000.0,2200.0,0.013395680703240598,0.3347,0.02,2e-05,0.35,10.0,0.825,0.9565,0.012499999999999956,0.9440000000000001,0.05599999999999994,0.013395680703240598,0.08809351988427494,0.0149,0.0895476085425045,0.0,0.0,SFY,0.0712962962962963;0.0611111111111111;0.0509259259259259;0.0509259259259259;0.0509259259259259;0.0509259259259259;0.0509259259259259;0.0814814814814815;0.162962962962963;0.193518518518519,sfy,ninp,0.033,0.0225,0.35,1.0,0.0125,,,,,,,,ninp
743,SFC_6186625,HVAC EQUIPMENT,2025-08-28,12838.8,12539.66,12838.8,7.99,120,WINTER SPRINGS,FL,155.7,2025-10-16,FL,805,Unsec Std - 799 - 120,12186.29,19.19,44.8,289.38,97.67,95.25,4.75,0.0015,0.7183,0,1.94,96000,RESIDENTIAL,sfy,6186625.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
744,SFC_6144318,HVAC EQUIPMENT,2025-08-15,12800.0,12395.52,12800,23.99,60,RACINE,WI,368.16,2025-10-16,WI,806,12 Mth WPDI,12070.4,64,0,261.12,96.84,94.3,5.7,0.005,0.1249,0,6.14,72000,RESIDENTIAL,sfy,6144318.0,0,WP12,12 Mth WPDI,58.0,10000.0,2136.0,0.0247,0.2803,0.02,2e-05,0.35,12.0,0.7534035305628561,0.955,0.012499999999999956,0.9425,0.057499999999999996,0.0391,0.12920518104065692,0.02535,0.004604639148320931,0.0,0.0,PRIME,0.0857487051848048;0.0610754496958203;0.0513105837504979;0.0531944018026846;0.0498039384711616;0.0484632728430639;0.0530638880524382;0.0460181756381459;0.0535151570899108;0.0609918936727764;0.0897706022746428;0.100447462086909,prime,wpdi,0.03211,0.046966920000000016,0.28,1.0,0.0125,,,,,,,,unknown
745,SFC_6176869,HVAC EQUIPMENT,2025-08-26,12787.0,12923.82,12787,9.99,120,NEW WAVERLY,TX,168.91,2025-10-16,TX,829,Unsec Std - 999 - 120,12467.33,63.94,0,392.55,101.07,97.5,2.5,0.005,0.6653,0,2.35,86400,RESIDENTIAL,sfy,6176869.0,1,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0074,0.012499999999999956,0.9949,0.005099999999999993,0.0069,0.07152171297673604,0.0009,0.0006525466150984438,0.0,0.0,PRIME,0,prime,standard,0.0,0.016170000000000004,0.30015,1.0,0.0125,,,,,,,,standard
745,SFC_6176869,HVAC EQUIPMENT,2025-08-26,12787.0,12923.82,12787,9.99,120,NEW WAVERLY,TX,168.91,2025-10-16,TX,829,Unsec Std - 999 - 120,12467.33,63.94,0,392.55,101.07,97.5,2.5,0.005,0.6653,0,2.35,86400,RESIDENTIAL,sfy,6176869.0,1,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0106983282779098,0.012499999999999956,0.9981983282779098,0.0018016717220902256,0.008228617365791953,0.069054696957501,0.0316,0.08332516477927643,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.25,1.0,0.0125,,,,,,,,standard
746,SFC_5952153,WINDOWS,2025-06-21,12773.0,12493.27,12773,12.9,180,SUPERIOR,WI,160.77,2025-10-16,WI,747,Unsec Std - 1290 - 180,12773,0,0,-279.73,97.81,100,0,0,0.4951,0,3.58,54000,RESIDENTIAL,sfy,5952153.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
747,SFC_6194663,PLUMBING EQUIPMENT,2025-09-02,12750.0,12807.38,12750,12.9,120,PHOENIX,AZ,189.62,2025-10-16,AZ,737,Unsec Std - 1290 - 120,12750,63.75,0,-6.37,100.45,100,0,0.005,0.4156,0,1.75,129600,RESIDENTIAL,sfy,6194663.0,0,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
747,SFC_6194663,PLUMBING EQUIPMENT,2025-09-02,12750.0,12807.38,12750,12.9,120,PHOENIX,AZ,189.62,2025-10-16,AZ,737,Unsec Std - 1290 - 120,12750,63.75,0,-6.37,100.45,100,0,0.005,0.4156,0,1.75,129600,RESIDENTIAL,sfy,6194663.0,0,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
748,SFC_6199199,ROOFING MATERIAL,2025-09-03,12750.0,12807.38,12750,12.9,120,EAST MEADOW,NY,189.62,2025-10-16,NY,739,Unsec Std - 1290 - 120,12750,51,0,6.38,100.45,100,0,0.004,0.9246,0,2.11,108000,RESIDENTIAL,sfy,6199199.0,1,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
748,SFC_6199199,ROOFING MATERIAL,2025-09-03,12750.0,12807.38,12750,12.9,120,EAST MEADOW,NY,189.62,2025-10-16,NY,739,Unsec Std - 1290 - 120,12750,51,0,6.38,100.45,100,0,0.004,0.9246,0,2.11,108000,RESIDENTIAL,sfy,6199199.0,1,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
749,SFC_5952376,WINDOWS/DOORS,2025-06-21,12710.0,12767.2,12710,12.9,120,COMMERCE CITY,CO,189.03,2025-10-16,CO,721,Unsec Std - 1290 - 120,12010.95,0,0,756.25,100.45,94.5,5.5,0,0.0032,0,4.72,48000,RESIDENTIAL,sfy,5952376.0,1,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
749,SFC_5952376,WINDOWS/DOORS,2025-06-21,12710.0,12767.2,12710,12.9,120,COMMERCE CITY,CO,189.03,2025-10-16,CO,721,Unsec Std - 1290 - 120,12010.95,0,0,756.25,100.45,94.5,5.5,0,0.0032,0,4.72,48000,RESIDENTIAL,sfy,5952376.0,1,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
750,SFC_5900826,WINDOWS/DOORS,2025-06-07,12694.45,12413.9,12694.45,13.9,180,LADY LAKE,FL,168.2,2025-10-16,FL,707,Unsec Std - 1390 - 180,12144,50.6,44.45,174.85,97.79,96,4,0.004,0.1496,0,4.21,48000,RESIDENTIAL,sfy,5900826.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
751,SFC_6193703,HVAC EQUIPMENT,2025-09-02,12690.0,12083.42,12690,13.07,123,HIXSON,TN,196.27,2026-01-16,TN,665,Unsec Std - 1390 - 123,12055.5,19.04,0,8.88,95.22,95,5,0.0015,0.3123,0,2.45,96000,RESIDENTIAL,sfy,6193703.0,0,NINP4355,Unsec Std - 1390 - 123,123.0,10000.0,1390.0000000000002,0.0346,0.1338,0.02,2e-05,0.35,3.0,0.13000000000000003,0.9557,0.012499999999999956,0.9432,0.05679999999999996,0.0346,0.0978568341892947,0.0005,0.000284954853754779,0.0,0.0,PRIME,0.0363405847853139;0.0425899377937978;0.0510694774208883,prime,hybrid,0.05763561346127604,0.069926,0.2,1.0,0.0125,,,,,,,,standard
751,SFC_6193703,HVAC EQUIPMENT,2025-09-02,12690.0,12083.42,12690,13.07,123,HIXSON,TN,196.27,2026-01-16,TN,665,Unsec Std - 1390 - 123,12055.5,19.04,0,8.88,95.22,95,5,0.0015,0.3123,0,2.45,96000,RESIDENTIAL,sfy,6193703.0,0,NINP4355,Unsec Std - 1390 - 123,123.0,10000.0,1390.0000000000002,0.06512074118082736,0.316,0.02,2e-05,0.35,3.0,0.15622342731096903,0.9522,0.012499999999999956,0.9397000000000001,0.06029999999999991,0.06512074118082736,0.0801930684219263,0.0063,0.003763071957773774,0.0,0.0,SFY,0.0436711592742046;0.051181123470062;0.0613711445667025,sfy,hybrid,0.0735,0.0775,0.27,1.0,0.0125,,,,,,,,standard
752,SFC_6048255,ROOFING MATERIAL,2025-07-18,12680.0,12815.68,12680,9.99,120,FORT WORTH,TX,167.5,2025-10-16,TX,825,Unsec Std - 999 - 120,12680,0,0,135.68,101.07,100,0,0,0.0275,0,2.39,84000,RESIDENTIAL,sfy,6048255.0,0,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0074,0.012499999999999956,0.9949,0.005099999999999993,0.0069,0.07152171297673604,0.0009,0.0006525466150984438,0.0,0.0,PRIME,0,prime,standard,0.0,0.016170000000000004,0.30015,1.0,0.0125,,,,,,,,standard
752,SFC_6048255,ROOFING MATERIAL,2025-07-18,12680.0,12815.68,12680,9.99,120,FORT WORTH,TX,167.5,2025-10-16,TX,825,Unsec Std - 999 - 120,12680,0,0,135.68,101.07,100,0,0,0.0275,0,2.39,84000,RESIDENTIAL,sfy,6048255.0,0,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0106983282779098,0.012499999999999956,0.9981983282779098,0.0018016717220902256,0.008228617365791953,0.069054696957501,0.0316,0.08332516477927643,0.0,0.0,SFY,0,sfy,standard,0.0,0.02,0.25,1.0,0.0125,,,,,,,,standard
753,SFC_6054287,BATH TUB AND SHOWER SYSTEMS,2025-07-21,12648.0,12340.65,12648,11.9,180,GWINNER,ND,150.98,2025-10-16,ND,788,Unsec Std - 1190 - 180,12648,0,0,-307.35,97.57,100,0,0,0.0273,0,0.58,312000,RESIDENTIAL,sfy,6054287.0,0,1190 - 180,Unsec Std - 1190 - 180,180.0,10000.0,1190.0,0.0,0.11761019723970799,0.02,2e-05,0.35,0.0,,0.9805999999999999,0.012499999999999956,0.9681,0.03190000000000004,0.0417,0.07419445445327266,0.00185,0.0008801068120594478,0.07,2916666.666666667,PRIME,0,prime,standard,0.0,0.0425,0.138514378468019,1.0,0.0125,,,,,,,,standard
753,SFC_6054287,BATH TUB AND SHOWER SYSTEMS,2025-07-21,12648.0,12340.65,12648,11.9,180,GWINNER,ND,150.98,2025-10-16,ND,788,Unsec Std - 1190 - 180,12648,0,0,-307.35,97.57,100,0,0,0.0273,0,0.58,312000,RESIDENTIAL,sfy,6054287.0,0,1190 - 180,Unsec Std - 1190 - 180,180.0,10000.0,1190.0,0.0,0.18672372431933457,0.02,2e-05,0.35,0.0,,0.9757437584124641,0.012499999999999956,0.9632437584124641,0.036756241587535876,0.0301222084257018,0.0857091910309915,0.00585,0.016127451247601888,0.06,2499999.9999999995,SFY,0,sfy,standard,0.0,0.04,0.16,1.0,0.0125,,,,,,,,standard
754,SFC_5868870,WINDOWS,2025-05-29,12621.0,12344.6,12621,12.9,180,ROCKVILLE CENTRE,NY,158.86,2025-10-16,NY,760,Unsec Std - 1290 - 180,12116.16,0,0,228.44,97.81,96,4,0,0.7894,0,1.89,100800,RESIDENTIAL,sfy,5868870.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
755,SFC_6176998,ROOFING MATERIAL,2025-08-26,12620.0,12676.79,12620,12.9,120,LA PUENTE,CA,187.69,2025-10-16,CA,774,Unsec Std - 1290 - 120,12620,0,0,56.79,100.45,100,0,0,0.718,0,2.09,108000,RESIDENTIAL,sfy,6176998.0,1,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
755,SFC_6176998,ROOFING MATERIAL,2025-08-26,12620.0,12676.79,12620,12.9,120,LA PUENTE,CA,187.69,2025-10-16,CA,774,Unsec Std - 1290 - 120,12620,0,0,56.79,100.45,100,0,0,0.718,0,2.09,108000,RESIDENTIAL,sfy,6176998.0,1,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
756,SFC_6198556,ROOFING MATERIAL,2025-09-03,12604.0,12089.76,12604,20.99,60,ANKENY,IA,340.91,2025-10-16,IA,809,18 Mth WPDI,11910.78,0,0,178.98,95.92,94.5,5.5,0,0.2913,0,11.36,36000,RESIDENTIAL,sfy,6198556.0,0,WP18,18 Mth WPDI,59.0,10000.0,2136.0,0.0186,0.2705,0.02,2e-05,0.35,18.0,0.7855632646651717,0.9594999999999999,0.012499999999999956,0.947,0.05300000000000005,0.0531,0.09621847590426391,0.01295,0.018253998014788872,0.05,2083333.3333333333,PRIME,0.0628324181433995;0.0408385410486935;0.0369529552615553;0.0342505855761147;0.0360444673455377;0.0342760224870836;0.034925225567199;0.0325781332673581;0.033301047422053;0.0336283273168834;0.036171644516601;0.0363542883332323;0.0358565574961247;0.0356553513213916;0.039832222527633;0.0498596224428832;0.0778039535101948;0.094401901081233,prime,wpdi,0.015,0.05,0.25,1.0,0.0125,,,,,,,,unknown
756,SFC_6198556,ROOFING MATERIAL,2025-09-03,12604.0,12089.76,12604,20.99,60,ANKENY,IA,340.91,2025-10-16,IA,809,18 Mth WPDI,11910.78,0,0,178.98,95.92,94.5,5.5,0,0.2913,0,11.36,36000,RESIDENTIAL,sfy,6198556.0,0,WP18,18 Mth WPDI,58.0,10000.0,2200.0,0.0251,0.2570131893885484,0.02,2e-05,0.35,18.0,0.8202705769902632,0.9592,0.012499999999999956,0.9467000000000001,0.0532999999999999,0.0643,0.07946255199583696,0.1951,0.041090767478203234,0.05,2083333.3333333333,SFY,0.0652777389894097;0.0356953756194261;0.034058164028278;0.0279406174401888;0.031594188639639;0.0340876225347276;0.0330167624837598;0.0298519380389914;0.0339574704072298;0.0358908101981715;0.0344087960474102;0.0341519438576293;0.0374083860415759;0.0324308183993861;0.0438555113830001;0.0622556562993365;0.0907677106631277;0.123621065918976,sfy,wpdi,0.013,0.0643,0.3,1.0,0.0125,,,,,,,,unknown
757,SFC_6185923,HVAC EQUIPMENT,2025-08-28,12602.1,12323.59,12602.1,13.9,180,SAINT PETERSBURG,FL,166.98,2025-10-16,FL,676,Unsec Std - 1390 - 180,12558,0,44.1,-278.51,97.79,100,0,0,0.276,0,1.11,180000,RESIDENTIAL,sfy,6185923.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
758,SFC_6186036,HVAC EQUIPMENT,2025-08-28,12600.0,11497.5,12600,15.99,60,THREE RIVER,TX,306.34,2025-10-16,TX,721,Unsec Std - EPNI 36 Monotes,11466,0,0,31.5,91.25,91,9,0,0.0981,0,4.37,96000,HD NOTE,sfy,6186036.0,0,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.0165,2e-05,0.15,36.0,,0.92,,,,0.011061839012006662,0.05925589123615005,,,,,PRIME,0,prime,epni,0.0,0.01438039071560866,0.24609999999999999,1.0,0.0115,True,0.0,0.01438039071560866,0.214,0.0,0.011061839012006662,0,standard
758,SFC_6186036,HVAC EQUIPMENT,2025-08-28,12600.0,11497.5,12600,15.99,60,THREE RIVER,TX,306.34,2025-10-16,TX,721,Unsec Std - EPNI 36 Monotes,11466,0,0,31.5,91.25,91,9,0,0.0981,0,4.37,96000,HD NOTE,sfy,6186036.0,0,,Unsec Std - EPNI 36 Monotes,36.0,,0.0,0.0,0.214,0.02,2e-05,0.15,36.0,,0.9125,,,,0.012745879517815056,0.06469488957897784,,,,,SFY,0,sfy,epni,0.0,0.016569643373159575,0.24609999999999999,1.0,0.0125,True,0.0,0.016569643373159575,0.214,0.0,0.012745879517815056,0,standard
759,SFC_6196206,HVAC EQUIPMENT,2025-09-02,12598.0,12638.31,12598,13.89,120,CABOT,AR,194.77,2025-10-16,AR,682,Unsec Std - 1389 - 120,12472.02,125.98,0,40.31,100.32,99,1,0.01,0.2558,0,1.51,154992,RESIDENTIAL,sfy,6196206.0,0,1389 - 120,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.13376435265106001,0.02,2e-05,0.35,0.0,,1.0053,0.012499999999999956,0.9928,0.007199999999999984,0.0346,0.09139627048074317,0.0019,0.0010720096583206036,0.0,0.0,PRIME,0,prime,standard,0.0,0.053707500000000005,0.17,1.0,0.0125,,,,,,,,standard
759,SFC_6196206,HVAC EQUIPMENT,2025-09-02,12598.0,12638.31,12598,13.89,120,CABOT,AR,194.77,2025-10-16,AR,682,Unsec Std - 1389 - 120,12472.02,125.98,0,40.31,100.32,99,1,0.01,0.2558,0,1.51,154992,RESIDENTIAL,sfy,6196206.0,0,,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.2524265600144794,0.02,2e-05,0.35,0.0,,1.0032,0.012499999999999956,0.9907000000000001,,0.05590588739590032,0.07610062192380873,0.0,0.0,0.0,0.0,SFY,,sfy,standard,0.0,0.0675,0.21,1.0,0.0125,,,,,,,,standard
760,SFC_6194988,HVAC EQUIPMENT,2025-09-02,12587.0,12627.28,12587,13.89,120,MADERA,CA,194.6,2025-10-16,CA,661,Unsec Std - 1389 - 120,12272.33,81.82,0,273.13,100.32,97.5,2.5,0.0065,0.2121,0,1.52,153000,RESIDENTIAL,sfy,6194988.0,0,1389 - 120,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.13376435265106001,0.02,2e-05,0.35,0.0,,1.0053,0.012499999999999956,0.9928,0.007199999999999984,0.0346,0.09139627048074317,0.0019,0.0010720096583206036,0.0,0.0,PRIME,0,prime,standard,0.0,0.053707500000000005,0.17,1.0,0.0125,,,,,,,,standard
760,SFC_6194988,HVAC EQUIPMENT,2025-09-02,12587.0,12627.28,12587,13.89,120,MADERA,CA,194.6,2025-10-16,CA,661,Unsec Std - 1389 - 120,12272.33,81.82,0,273.13,100.32,97.5,2.5,0.0065,0.2121,0,1.52,153000,RESIDENTIAL,sfy,6194988.0,0,,Unsec Std - 1389 - 120,120.0,10000.0,1389.0,0.0,0.2524265600144794,0.02,2e-05,0.35,0.0,,1.0032,0.012499999999999956,0.9907000000000001,,0.05590588739590032,0.07610062192380873,0.0,0.0,0.0,0.0,SFY,,sfy,standard,0.0,0.0675,0.21,1.0,0.0125,,,,,,,,standard
761,SFC_5878721,HVAC EQUIPMENT,2025-06-01,12586.0,12310.37,12586,12.9,180,RIVERSIDE,CA,158.42,2025-10-16,CA,734,Unsec Std - 1290 - 180,12019.63,18.88,0,271.86,97.81,95.5,4.5,0.0015,0.2873,0,0.61,307992,RESIDENTIAL,sfy,5878721.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard
762,SFC_6187403,HVAC EQUIPMENT,2025-08-29,12565.0,12621.54,12565,12.9,120,BIRDSBORO,PA,186.87,2025-10-16,PA,768,Unsec Std - 1290 - 120,12565,62.83,0,-6.29,100.45,100,0,0.005,0.055,0,5.5,40800,RESIDENTIAL,sfy,6187403.0,0,1290 - 120,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.13575087101908936,0.02,2e-05,0.35,0.0,,1.0097999999999998,0.012499999999999956,0.9973,0.0027000000000000357,0.0333,0.08115215220930683,0.0085,0.0038510223710689602,0.03,1249999.9999999998,PRIME,0,prime,standard,0.0,0.046548,0.15,1.0,0.0125,,,,,,,,standard
762,SFC_6187403,HVAC EQUIPMENT,2025-08-29,12565.0,12621.54,12565,12.9,120,BIRDSBORO,PA,186.87,2025-10-16,PA,768,Unsec Std - 1290 - 120,12565,62.83,0,-6.29,100.45,100,0,0.005,0.055,0,5.5,40800,RESIDENTIAL,sfy,6187403.0,0,,Unsec Std - 1290 - 120,120.0,10000.0,1290.0,0.0,0.2530827726253024,0.02,2e-05,0.35,0.0,,1.0045,0.012499999999999956,0.992,,0.026718045953897346,0.08722111694008294,0.0,0.0,0.0,0.0,SFY,0,sfy,standard,0.0,0.035,0.18,1.0,0.0125,,,,,,,,standard
763,SFC_6115829,POWER GENERATORS,2025-08-07,12531.0,12665.08,12531,9.99,120,BINGHAMTON,NY,165.53,2025-10-16,NY,834,Unsec Std - 999 - 120,12343.04,62.66,0,259.38,101.07,98.5,1.5,0.005,0.059,0,3.68,54000,RESIDENTIAL,sfy,6115829.0,0,132 PF,Unsec Std - 999 - 120,120.0,10000.0,999.0,0.0,0.261,0.02,2e-05,0.35,0.0,,1.0074,0.012499999999999956,0.9949,0.005099999999999993,0.0069,0.07152171297673604,0.0009,0.0006525466150984438,0.0,0.0,PRIME,0,prime,standard,0.0,0.016170000000000004,0.30015,1.0,0.0125,,,,,,,,standard
